exception_id,order_id,store_id,created_at,exception_type,reason,category,status,refund_amount,resolution_minutes,fraud_risk_score
ex_001922,ord_001922,store_039,2026-05-08T18:23,complaint,late_order,frozen,resolved,17.95,20,0.22
ex_001927,ord_001927,store_023,2026-05-04T20:59,complaint,late_order,fresh,resolved,54.75,25,0.27
ex_001932,ord_001932,store_015,2026-05-24T12:08,complaint,late_order,grocery,pending,30.6,30,0.32
ex_001935,ord_001935,store_022,2026-05-15T10:44,return,wrong_item,household,resolved,73.35,33,0.35
ex_001944,ord_001944,store_018,2026-05-08T16:15,return,customer_changed_mind,grocery,pending,69.1,42,0.44
ex_001945,ord_001945,store_005,2026-05-09T17:46,return,wrong_item,fresh,resolved,46.25,43,0.45
ex_001949,ord_001949,store_034,2026-05-22T11:35,return,customer_changed_mind,apparel,resolved,50.25,47,0.49
ex_001960,ord_001960,store_013,2026-05-06T10:36,return,wrong_item,electronics,resolved,71.85,58,0.6
ex_001969,ord_001969,store_049,2026-05-16T22:39,return,customer_changed_mind,fresh,resolved,186.85,67,0.69
ex_001974,ord_001974,store_012,2026-05-21T16:17,return,customer_changed_mind,grocery,pending,152.1,72,0.74
ex_001985,ord_001985,store_005,2026-05-09T09:25,return,wrong_item,apparel,resolved,86.25,83,0.85
ex_001989,ord_001989,store_024,2026-05-22T18:55,refund_request,customer_changed_mind,household,resolved,87.6,87,0.89
ex_001998,ord_001998,store_022,2026-05-16T22:55,return,missing_item,grocery,pending,91.3,96,0.98
ex_001999,ord_001999,store_017,2026-05-22T00:22,return,customer_changed_mind,fresh,resolved,325.5,97,0.99
ex_002000,ord_002000,store_038,2026-05-22T22:38,return,wrong_item,frozen,resolved,193.5,98,0.0
ex_002006,ord_002006,store_041,2026-05-11T19:49,return,damaged_item,frozen,resolved,27.25,104,0.06
ex_002011,ord_002011,store_035,2026-05-16T08:19,return,damaged_item,fresh,resolved,294.6,109,0.11
ex_002016,ord_002016,store_036,2026-05-06T16:15,return,damaged_item,grocery,pending,175.05,114,0.16
ex_002019,ord_002019,store_032,2026-05-23T10:08,return,customer_changed_mind,household,resolved,40.25,117,0.19
ex_002021,ord_002021,store_044,2026-05-23T16:48,return,damaged_item,apparel,resolved,44.9,119,0.21
ex_002028,ord_002028,store_039,2026-05-25T23:22,refund_request,missing_item,grocery,pending,229.45,126,0.28
ex_002032,ord_002032,store_029,2026-05-09T10:16,complaint,late_order,electronics,resolved,69.15,130,0.32
ex_002034,ord_002034,store_040,2026-05-04T10:43,return,customer_changed_mind,grocery,pending,148.0,132,0.34
ex_002038,ord_002038,store_043,2026-05-23T17:48,return,missing_item,electronics,resolved,59.25,136,0.38
ex_002047,ord_002047,store_008,2026-05-12T16:14,complaint,late_order,fresh,resolved,73.55,145,0.47
ex_002056,ord_002056,store_012,2026-05-04T20:19,return,damaged_item,electronics,resolved,130.25,154,0.56
ex_002058,ord_002058,store_043,2026-05-13T14:09,return,missing_item,grocery,pending,73.95,156,0.58
ex_002068,ord_002068,store_006,2026-05-14T19:43,return,missing_item,electronics,resolved,94.55,166,0.68
ex_002077,ord_002077,store_006,2026-05-09T12:28,complaint,late_order,fresh,resolved,114.15,175,0.77
ex_002080,ord_002080,store_009,2026-05-01T07:33,refund_request,wrong_item,electronics,resolved,37.15,18,0.8
ex_002084,ord_002084,store_043,2026-05-18T18:34,return,customer_changed_mind,frozen,resolved,25.25,22,0.84
ex_002101,ord_002101,store_038,2026-05-23T14:35,return,damaged_item,fresh,resolved,44.9,39,0.01
ex_002115,ord_002115,store_005,2026-05-11T21:53,return,wrong_item,household,resolved,127.8,53,0.15
ex_002120,ord_002120,store_026,2026-05-01T19:03,return,wrong_item,frozen,resolved,278.55,58,0.2
ex_002122,ord_002122,store_025,2026-05-05T11:41,complaint,late_order,electronics,resolved,60.6,60,0.22
ex_002124,ord_002124,store_039,2026-05-05T12:32,return,customer_changed_mind,grocery,pending,81.15,62,0.24
ex_002128,ord_002128,store_034,2026-05-15T18:05,return,missing_item,electronics,resolved,146.1,66,0.28
ex_002131,ord_002131,store_028,2026-05-21T16:14,return,damaged_item,fresh,resolved,276.3,69,0.31
ex_002132,ord_002132,store_008,2026-05-18T18:37,complaint,late_order,frozen,resolved,110.35,70,0.32
ex_002140,ord_002140,store_048,2026-05-18T19:11,return,wrong_item,electronics,resolved,78.6,78,0.4
ex_002147,ord_002147,store_008,2026-05-06T12:58,complaint,late_order,apparel,resolved,570.55,85,0.47
ex_002156,ord_002156,store_030,2026-05-10T18:57,return,damaged_item,frozen,resolved,129.05,94,0.56
ex_002162,ord_002162,store_036,2026-05-05T10:09,complaint,late_order,frozen,resolved,60.35,100,0.62
ex_002200,ord_002200,store_008,2026-05-22T21:17,return,wrong_item,electronics,resolved,61.25,138,0.0
ex_002209,ord_002209,store_003,2026-05-20T11:00,return,customer_changed_mind,fresh,resolved,144.45,147,0.09
ex_002214,ord_002214,store_033,2026-05-24T18:58,return,customer_changed_mind,grocery,pending,93.8,152,0.14
ex_002221,ord_002221,store_017,2026-05-18T16:22,return,damaged_item,fresh,resolved,82.25,159,0.21
ex_002222,ord_002222,store_012,2026-05-24T11:44,complaint,late_order,frozen,resolved,120.35,160,0.22
ex_002232,ord_002232,store_032,2026-05-12T09:23,complaint,late_order,grocery,pending,162.15,170,0.32
ex_002233,ord_002233,store_009,2026-05-15T20:51,failed_delivery,missing_item,fresh,resolved,192.3,171,0.33
ex_002240,ord_002240,store_038,2026-05-22T23:32,return,wrong_item,frozen,resolved,270.35,18,0.4
ex_002243,ord_002243,store_043,2026-05-10T20:38,return,missing_item,apparel,resolved,18.95,21,0.43
ex_002247,ord_002247,store_015,2026-05-19T19:59,complaint,late_order,household,resolved,75.95,25,0.47
ex_002256,ord_002256,store_021,2026-05-10T21:52,return,damaged_item,grocery,pending,82.3,34,0.56
ex_002264,ord_002264,store_043,2026-05-16T09:53,return,customer_changed_mind,frozen,resolved,50.55,42,0.64
ex_002272,ord_002272,store_036,2026-05-21T14:56,complaint,late_order,electronics,resolved,53.25,50,0.72
ex_002275,ord_002275,store_022,2026-05-22T19:36,refund_request,wrong_item,fresh,resolved,72.15,53,0.75
ex_002299,ord_002299,store_029,2026-05-25T09:18,return,customer_changed_mind,fresh,resolved,122.65,77,0.99
ex_002303,ord_002303,store_029,2026-05-15T12:43,return,missing_item,apparel,resolved,102.8,81,0.03
ex_002308,ord_002308,store_009,2026-05-07T19:54,return,missing_item,electronics,resolved,113.1,86,0.08
ex_002309,ord_002309,store_017,2026-05-03T21:12,return,customer_changed_mind,apparel,resolved,137.95,87,0.09
ex_002310,ord_002310,store_016,2026-05-25T21:12,return,wrong_item,grocery,pending,93.9,88,0.1
ex_002312,ord_002312,store_045,2026-05-17T12:59,complaint,late_order,frozen,resolved,159.5,90,0.12
ex_002325,ord_002325,store_018,2026-05-13T10:56,cancellation,wrong_item,household,resolved,28.9,103,0.25
ex_002349,ord_002349,store_040,2026-05-05T19:04,failed_delivery,customer_changed_mind,household,resolved,60.85,127,0.49
ex_002350,ord_002350,store_049,2026-05-09T11:27,return,wrong_item,electronics,resolved,122.8,128,0.5
ex_002361,ord_002361,store_029,2026-05-23T18:48,return,damaged_item,household,resolved,59.6,139,0.61
ex_002385,ord_002385,store_030,2026-05-18T22:20,return,wrong_item,household,resolved,245.25,163,0.85
ex_002397,ord_002397,store_004,2026-05-18T13:58,complaint,late_order,household,resolved,98.25,175,0.97
ex_002411,ord_002411,store_010,2026-05-11T20:51,return,damaged_item,apparel,resolved,183.3,29,0.11
ex_002416,ord_002416,store_023,2026-05-01T18:45,return,damaged_item,electronics,resolved,34.6,34,0.16
ex_002418,ord_002418,store_020,2026-05-10T16:28,refund_request,missing_item,grocery,pending,65.75,36,0.18
ex_002419,ord_002419,store_047,2026-05-17T10:29,return,customer_changed_mind,fresh,resolved,40.25,37,0.19
ex_002427,ord_002427,store_025,2026-05-12T18:29,complaint,late_order,household,resolved,125.1,45,0.27
ex_002430,ord_002430,store_050,2026-05-16T14:23,return,wrong_item,grocery,pending,414.3,48,0.3
ex_002437,ord_002437,store_014,2026-05-16T09:45,complaint,late_order,fresh,resolved,71.5,55,0.37
ex_002442,ord_002442,store_002,2026-05-22T18:35,complaint,late_order,grocery,pending,60.6,60,0.42
ex_002444,ord_002444,store_013,2026-05-03T14:43,refund_request,customer_changed_mind,frozen,resolved,81.15,62,0.44
ex_002449,ord_002449,store_049,2026-05-11T22:39,cancellation,customer_changed_mind,fresh,resolved,131.2,67,0.49
ex_002451,ord_002451,store_039,2026-05-23T13:26,return,damaged_item,household,resolved,88.15,69,0.51
ex_002456,ord_002456,store_039,2026-05-23T16:11,return,damaged_item,frozen,resolved,74.6,74,0.56
ex_002464,ord_002464,store_027,2026-05-02T16:46,return,customer_changed_mind,electronics,resolved,294.6,82,0.64
ex_002472,ord_002472,store_006,2026-05-16T12:42,complaint,late_order,grocery,pending,93.25,90,0.72
ex_002476,ord_002476,store_017,2026-05-05T11:26,return,damaged_item,electronics,resolved,407.3,94,0.76
ex_002491,ord_002491,store_030,2026-05-11T11:17,return,damaged_item,fresh,resolved,34.9,109,0.91
ex_002494,ord_002494,store_027,2026-05-15T16:59,failed_delivery,customer_changed_mind,electronics,resolved,40.55,112,0.94
ex_002516,ord_002516,store_039,2026-05-18T22:52,return,damaged_item,frozen,resolved,86.4,134,0.16
ex_002518,ord_002518,store_026,2026-05-09T16:37,return,missing_item,electronics,resolved,438.2,136,0.18
ex_002538,ord_002538,store_003,2026-05-08T11:41,return,missing_item,grocery,pending,166.7,156,0.38
ex_002548,ord_002548,store_039,2026-05-06T13:12,refund_request,missing_item,electronics,resolved,383.4,166,0.48
ex_002555,ord_002555,store_009,2026-05-04T21:55,return,wrong_item,apparel,resolved,210.2,173,0.55
ex_002562,ord_002562,store_032,2026-05-05T15:09,complaint,late_order,grocery,pending,200.8,20,0.62
ex_002571,ord_002571,store_030,2026-05-21T17:51,return,damaged_item,household,resolved,109.1,29,0.71
ex_002575,ord_002575,store_012,2026-05-07T22:28,return,wrong_item,fresh,resolved,176.7,33,0.75
ex_002581,ord_002581,store_030,2026-05-05T17:44,failed_delivery,damaged_item,fresh,resolved,63.45,39,0.81
ex_002585,ord_002585,store_006,2026-05-03T13:46,return,wrong_item,apparel,resolved,80.7,43,0.85
ex_002598,ord_002598,store_008,2026-05-10T15:52,return,missing_item,grocery,pending,236.8,56,0.98
ex_002599,ord_002599,store_025,2026-05-17T13:39,return,customer_changed_mind,fresh,resolved,129.15,57,0.99
ex_002605,ord_002605,store_044,2026-05-02T19:39,return,wrong_item,fresh,resolved,63.6,63,0.05
ex_002610,ord_002610,store_006,2026-05-25T08:04,failed_delivery,wrong_item,grocery,pending,81.85,68,0.1
ex_002627,ord_002627,store_045,2026-05-12T20:47,complaint,late_order,apparel,resolved,101.5,85,0.27
ex_002630,ord_002630,store_028,2026-05-01T22:37,return,wrong_item,frozen,resolved,112.45,88,0.3
ex_002632,ord_002632,store_029,2026-05-25T16:06,complaint,late_order,electronics,resolved,103.85,90,0.32
ex_002646,ord_002646,store_001,2026-05-03T20:56,return,damaged_item,grocery,pending,21.95,104,0.46
ex_002647,ord_002647,store_010,2026-05-18T14:56,complaint,late_order,fresh,resolved,261.45,105,0.47
ex_002653,ord_002653,store_047,2026-05-04T18:59,return,missing_item,fresh,resolved,71.35,111,0.53
ex_002658,ord_002658,store_014,2026-05-03T21:27,return,missing_item,grocery,pending,325.45,116,0.58
ex_002669,ord_002669,store_004,2026-05-15T12:58,return,customer_changed_mind,apparel,resolved,172.15,127,0.69
ex_002678,ord_002678,store_030,2026-05-16T19:59,refund_request,missing_item,frozen,resolved,61.9,136,0.78
ex_002679,ord_002679,store_023,2026-05-03T19:16,return,customer_changed_mind,household,resolved,105.3,137,0.79
ex_002689,ord_002689,store_008,2026-05-09T15:03,return,customer_changed_mind,fresh,resolved,99.4,147,0.89
ex_002694,ord_002694,store_024,2026-05-25T18:12,return,customer_changed_mind,grocery,pending,141.5,152,0.94
ex_002703,ord_002703,store_008,2026-05-10T09:30,return,missing_item,household,resolved,86.9,161,0.03
ex_002711,ord_002711,store_010,2026-05-16T14:38,return,damaged_item,apparel,resolved,92.25,169,0.11
ex_002713,ord_002713,store_002,2026-05-18T20:13,return,missing_item,fresh,resolved,118.1,171,0.13
ex_002714,ord_002714,store_024,2026-05-16T21:27,return,customer_changed_mind,frozen,resolved,111.15,172,0.14
ex_002717,ord_002717,store_049,2026-05-14T10:02,complaint,late_order,apparel,resolved,132.7,175,0.17
ex_002726,ord_002726,store_021,2026-05-17T19:31,failed_delivery,damaged_item,frozen,resolved,29.9,24,0.26
ex_002728,ord_002728,store_011,2026-05-05T21:02,cancellation,missing_item,electronics,resolved,29.25,26,0.28
ex_002729,ord_002729,store_043,2026-05-17T14:37,return,customer_changed_mind,apparel,resolved,51.45,27,0.29
ex_002734,ord_002734,store_047,2026-05-09T08:25,return,customer_changed_mind,electronics,resolved,43.2,32,0.34
ex_002738,ord_002738,store_002,2026-05-19T11:44,return,missing_item,frozen,resolved,57.8,36,0.38
ex_002767,ord_002767,store_011,2026-05-03T13:59,complaint,late_order,fresh,resolved,81.5,65,0.67
ex_002773,ord_002773,store_018,2026-05-04T13:04,return,missing_item,fresh,resolved,74.25,71,0.73
ex_002778,ord_002778,store_030,2026-05-16T20:29,return,missing_item,grocery,pending,121.65,76,0.78
ex_002780,ord_002780,store_003,2026-05-16T13:39,return,wrong_item,frozen,resolved,91.85,78,0.8
ex_002784,ord_002784,store_045,2026-05-24T17:46,failed_delivery,customer_changed_mind,grocery,pending,114.4,82,0.84
ex_002801,ord_002801,store_003,2026-05-23T12:06,return,damaged_item,apparel,resolved,48.75,99,0.01
ex_002804,ord_002804,store_050,2026-05-03T08:27,return,customer_changed_mind,frozen,resolved,112.7,102,0.04
ex_002816,ord_002816,store_042,2026-05-09T19:20,return,damaged_item,frozen,resolved,69.05,114,0.16
ex_002820,ord_002820,store_012,2026-05-14T08:13,return,wrong_item,grocery,pending,104.85,118,0.2
ex_002821,ord_002821,store_028,2026-05-05T21:38,refund_request,damaged_item,fresh,resolved,42.25,119,0.21
ex_002828,ord_002828,store_007,2026-05-16T17:06,return,missing_item,frozen,resolved,139.35,126,0.28
ex_002829,ord_002829,store_012,2026-05-08T19:18,return,customer_changed_mind,household,resolved,90.0,127,0.29
ex_002835,ord_002835,store_026,2026-05-23T11:40,return,wrong_item,household,resolved,178.15,133,0.35
ex_002847,ord_002847,store_017,2026-05-08T08:33,complaint,late_order,household,resolved,65.6,145,0.47
ex_002852,ord_002852,store_009,2026-05-16T14:33,complaint,late_order,frozen,resolved,102.4,150,0.52
ex_002860,ord_002860,store_031,2026-05-02T13:46,refund_request,wrong_item,electronics,resolved,158.1,158,0.6
ex_002861,ord_002861,store_025,2026-05-03T19:30,return,damaged_item,apparel,resolved,127.3,159,0.61
ex_002867,ord_002867,store_014,2026-05-03T11:27,complaint,late_order,apparel,resolved,130.65,165,0.67
ex_002878,ord_002878,store_021,2026-05-02T20:11,return,missing_item,electronics,resolved,308.6,176,0.78
ex_002881,ord_002881,store_039,2026-05-02T18:13,return,damaged_item,fresh,resolved,22.25,19,0.81
ex_002889,ord_002889,store_018,2026-05-13T08:33,return,customer_changed_mind,household,resolved,30.25,27,0.89
ex_002907,ord_002907,store_020,2026-05-04T16:13,complaint,late_order,household,resolved,382.15,45,0.07
ex_002914,ord_002914,store_039,2026-05-25T13:05,cancellation,customer_changed_mind,electronics,resolved,116.2,52,0.14
ex_002915,ord_002915,store_024,2026-05-18T18:49,return,wrong_item,apparel,resolved,85.4,53,0.15
ex_002924,ord_002924,store_007,2026-05-05T20:32,return,customer_changed_mind,frozen,resolved,65.25,62,0.24
ex_002946,ord_002946,store_042,2026-05-20T16:17,return,damaged_item,grocery,pending,100.5,84,0.46
ex_002950,ord_002950,store_041,2026-05-09T14:37,return,wrong_item,electronics,resolved,88.6,88,0.5
ex_002953,ord_002953,store_033,2026-05-07T19:45,return,missing_item,fresh,resolved,94.25,91,0.53
ex_002958,ord_002958,store_014,2026-05-06T17:52,failed_delivery,missing_item,grocery,pending,96.6,96,0.58
ex_002961,ord_002961,store_039,2026-05-07T20:18,return,damaged_item,household,resolved,32.85,99,0.61
ex_002970,ord_002970,store_025,2026-05-25T13:58,return,wrong_item,grocery,pending,41.85,108,0.7
ex_002975,ord_002975,store_037,2026-05-07T15:53,return,wrong_item,apparel,resolved,28.3,113,0.75
ex_002978,ord_002978,store_005,2026-05-08T20:23,return,missing_item,frozen,resolved,92.25,116,0.78
ex_003008,ord_003008,store_027,2026-05-19T20:46,return,missing_item,frozen,resolved,66.6,146,0.08
ex_003012,ord_003012,store_034,2026-05-21T20:34,complaint,late_order,grocery,pending,158.05,150,0.12
ex_003034,ord_003034,store_012,2026-05-16T18:32,return,customer_changed_mind,electronics,resolved,124.4,172,0.34
ex_003035,ord_003035,store_024,2026-05-19T12:50,return,wrong_item,apparel,resolved,302.95,173,0.35
ex_003037,ord_003037,store_042,2026-05-06T18:52,complaint,late_order,fresh,resolved,92.95,175,0.37
ex_003055,ord_003055,store_023,2026-05-10T17:10,refund_request,wrong_item,fresh,resolved,49.5,33,0.55
ex_003062,ord_003062,store_004,2026-05-23T15:04,complaint,late_order,frozen,resolved,242.0,40,0.62
ex_003063,ord_003063,store_002,2026-05-13T19:31,return,missing_item,household,resolved,102.55,41,0.63
ex_003071,ord_003071,store_012,2026-05-02T21:52,return,damaged_item,apparel,resolved,293.4,49,0.71
ex_003075,ord_003075,store_001,2026-05-25T18:50,return,wrong_item,household,resolved,80.1,53,0.75
ex_003077,ord_003077,store_037,2026-05-16T20:36,complaint,late_order,apparel,resolved,188.1,55,0.77
ex_003086,ord_003086,store_040,2026-05-16T20:18,return,damaged_item,frozen,resolved,72.55,64,0.86
ex_003096,ord_003096,store_025,2026-05-22T13:59,return,damaged_item,grocery,pending,77.25,74,0.96
ex_003098,ord_003098,store_021,2026-05-23T08:15,return,missing_item,frozen,resolved,142.85,76,0.98
ex_003101,ord_003101,store_039,2026-05-06T16:23,return,damaged_item,apparel,resolved,95.5,79,0.01
ex_003102,ord_003102,store_035,2026-05-12T13:53,complaint,late_order,grocery,pending,160.1,80,0.02
ex_003104,ord_003104,store_022,2026-05-08T22:03,return,customer_changed_mind,frozen,resolved,101.15,82,0.04
ex_003109,ord_003109,store_039,2026-05-09T19:30,return,customer_changed_mind,fresh,resolved,103.5,87,0.09
ex_003120,ord_003120,store_048,2026-05-04T13:24,refund_request,wrong_item,grocery,pending,45.1,98,0.2
ex_003130,ord_003130,store_003,2026-05-05T13:00,return,wrong_item,electronics,resolved,33.9,108,0.3
ex_003131,ord_003131,store_012,2026-05-01T20:47,cancellation,damaged_item,apparel,resolved,66.7,109,0.31
ex_003145,ord_003145,store_028,2026-05-07T12:43,return,wrong_item,fresh,resolved,64.8,123,0.45
ex_003149,ord_003149,store_022,2026-05-25T20:31,return,customer_changed_mind,apparel,resolved,103.25,127,0.49
ex_003151,ord_003151,store_047,2026-05-16T17:59,return,damaged_item,fresh,resolved,126.45,129,0.51
ex_003155,ord_003155,store_014,2026-05-17T11:51,return,wrong_item,apparel,resolved,64.2,133,0.55
ex_003158,ord_003158,store_034,2026-05-08T17:51,return,missing_item,frozen,resolved,59.25,136,0.58
ex_003196,ord_003196,store_033,2026-05-22T20:33,return,damaged_item,electronics,resolved,205.9,174,0.96
ex_003199,ord_003199,store_035,2026-05-24T20:24,return,customer_changed_mind,fresh,resolved,442.1,177,0.99
ex_003202,ord_003202,store_029,2026-05-03T12:41,complaint,late_order,electronics,resolved,39.15,20,0.02
ex_003204,ord_003204,store_018,2026-05-16T08:03,return,customer_changed_mind,grocery,pending,30.55,22,0.04
ex_003209,ord_003209,store_038,2026-05-06T19:58,return,customer_changed_mind,apparel,resolved,24.95,27,0.09
ex_003212,ord_003212,store_047,2026-05-08T17:06,complaint,late_order,frozen,resolved,65.05,30,0.12
ex_003243,ord_003243,store_028,2026-05-01T22:05,return,missing_item,household,resolved,210.0,61,0.43
ex_003248,ord_003248,store_041,2026-05-15T17:13,failed_delivery,missing_item,frozen,resolved,82.5,66,0.48
ex_003256,ord_003256,store_036,2026-05-11T21:06,return,damaged_item,electronics,resolved,82.55,74,0.56
ex_003264,ord_003264,store_015,2026-05-11T12:24,return,customer_changed_mind,grocery,pending,93.2,82,0.64
ex_003265,ord_003265,store_026,2026-05-25T20:54,return,wrong_item,fresh,resolved,115.4,83,0.65
ex_003271,ord_003271,store_010,2026-05-25T22:13,return,damaged_item,fresh,resolved,100.2,89,0.71
ex_003280,ord_003280,store_025,2026-05-13T20:17,return,wrong_item,electronics,resolved,21.25,98,0.8
ex_003290,ord_003290,store_016,2026-05-20T21:24,return,wrong_item,frozen,resolved,94.85,108,0.9
ex_003291,ord_003291,store_035,2026-05-16T19:01,return,damaged_item,household,resolved,42.85,109,0.91
ex_003292,ord_003292,store_017,2026-05-11T15:25,complaint,late_order,electronics,resolved,30.6,110,0.92
ex_003309,ord_003309,store_008,2026-05-20T18:01,return,customer_changed_mind,household,resolved,50.25,127,0.09
ex_003316,ord_003316,store_028,2026-05-23T13:06,return,damaged_item,electronics,resolved,57.25,134,0.16
ex_003321,ord_003321,store_046,2026-05-11T12:34,return,damaged_item,household,resolved,62.25,139,0.21
ex_003326,ord_003326,store_036,2026-05-03T17:04,return,damaged_item,frozen,resolved,125.55,144,0.26
ex_003337,ord_003337,store_050,2026-05-21T10:14,complaint,late_order,fresh,resolved,110.05,155,0.37
ex_003342,ord_003342,store_017,2026-05-05T23:09,complaint,late_order,grocery,pending,77.95,160,0.42
ex_003353,ord_003353,store_013,2026-05-11T10:23,return,missing_item,apparel,resolved,120.75,171,0.53
ex_003365,ord_003365,store_030,2026-05-22T18:55,return,wrong_item,apparel,resolved,36.85,23,0.65
ex_003372,ord_003372,store_018,2026-05-19T20:10,complaint,late_order,grocery,pending,123.35,30,0.72
ex_003382,ord_003382,store_037,2026-05-21T20:59,complaint,late_order,electronics,resolved,59.15,40,0.82
ex_003384,ord_003384,store_028,2026-05-23T21:19,return,customer_changed_mind,grocery,pending,106.2,42,0.84
ex_003387,ord_003387,store_037,2026-05-20T09:13,complaint,late_order,household,resolved,61.5,45,0.87
ex_003388,ord_003388,store_006,2026-05-02T21:08,return,missing_item,electronics,resolved,73.1,46,0.88
ex_003399,ord_003399,store_038,2026-05-21T16:25,return,customer_changed_mind,household,resolved,89.4,57,0.99
ex_003400,ord_003400,store_001,2026-05-07T09:33,return,wrong_item,electronics,resolved,82.45,58,0.0
ex_003403,ord_003403,store_025,2026-05-05T22:42,return,missing_item,fresh,resolved,119.9,61,0.03
ex_003421,ord_003421,store_020,2026-05-09T20:39,return,damaged_item,fresh,resolved,164.4,79,0.21
ex_003426,ord_003426,store_037,2026-05-14T20:57,return,damaged_item,grocery,pending,119.05,84,0.26
ex_003431,ord_003431,store_012,2026-05-09T21:14,return,damaged_item,apparel,resolved,235.35,89,0.31
ex_003438,ord_003438,store_003,2026-05-12T16:20,return,missing_item,grocery,pending,104.55,96,0.38
ex_003443,ord_003443,store_024,2026-05-25T18:07,return,missing_item,apparel,resolved,26.9,101,0.43
ex_003470,ord_003470,store_029,2026-05-02T20:24,return,wrong_item,frozen,resolved,77.75,128,0.7
ex_003473,ord_003473,store_020,2026-05-11T16:56,return,missing_item,apparel,resolved,237.1,131,0.73
ex_003476,ord_003476,store_030,2026-05-20T07:44,return,damaged_item,frozen,resolved,65.2,134,0.76
ex_003478,ord_003478,store_034,2026-05-11T12:52,return,missing_item,electronics,resolved,88.4,136,0.78
ex_003482,ord_003482,store_017,2026-05-16T22:38,complaint,late_order,frozen,resolved,124.2,140,0.82
ex_003496,ord_003496,store_022,2026-05-19T18:58,return,damaged_item,electronics,resolved,77.25,154,0.96
ex_003509,ord_003509,store_040,2026-05-22T15:05,failed_delivery,customer_changed_mind,apparel,resolved,90.25,167,0.09
ex_003510,ord_003510,store_037,2026-05-01T18:45,refund_request,wrong_item,grocery,pending,107.15,168,0.1
ex_003519,ord_003519,store_039,2026-05-13T19:44,return,customer_changed_mind,household,resolved,94.95,177,0.19
ex_003525,ord_003525,store_032,2026-05-20T13:22,return,wrong_item,household,resolved,44.8,23,0.25
ex_003528,ord_003528,store_036,2026-05-11T10:41,return,missing_item,grocery,pending,71.65,26,0.28
ex_003533,ord_003533,store_005,2026-05-20T12:40,return,missing_item,apparel,resolved,28.95,31,0.33
ex_003538,ord_003538,store_003,2026-05-11T18:16,failed_delivery,missing_item,electronics,resolved,39.25,36,0.38
ex_003545,ord_003545,store_020,2026-05-22T12:13,return,wrong_item,apparel,resolved,46.25,43,0.45
ex_003557,ord_003557,store_022,2026-05-10T17:47,complaint,late_order,apparel,resolved,129.8,55,0.57
ex_003572,ord_003572,store_002,2026-05-16T18:52,complaint,late_order,frozen,resolved,91.8,70,0.72
ex_003578,ord_003578,store_025,2026-05-20T13:21,return,missing_item,frozen,resolved,92.5,76,0.78
ex_003580,ord_003580,store_016,2026-05-18T07:53,return,wrong_item,electronics,resolved,78.6,78,0.8
ex_003584,ord_003584,store_004,2026-05-12T10:56,return,customer_changed_mind,frozen,resolved,98.5,82,0.84
ex_003603,ord_003603,store_050,2026-05-19T12:44,return,missing_item,household,resolved,45.45,101,0.03
ex_003607,ord_003607,store_028,2026-05-17T16:05,complaint,late_order,fresh,resolved,44.15,105,0.07
ex_003619,ord_003619,store_027,2026-05-18T16:37,return,customer_changed_mind,fresh,resolved,74.7,117,0.19
ex_003629,ord_003629,store_024,2026-05-17T16:19,return,customer_changed_mind,apparel,resolved,50.25,127,0.29
ex_003632,ord_003632,store_014,2026-05-17T13:25,complaint,late_order,frozen,resolved,63.85,130,0.32
ex_003633,ord_003633,store_028,2026-05-21T07:49,return,missing_item,household,resolved,62.2,131,0.33
ex_003649,ord_003649,store_025,2026-05-10T16:06,return,customer_changed_mind,fresh,resolved,242.5,147,0.49
ex_003657,ord_003657,store_023,2026-05-19T21:33,complaint,late_order,household,resolved,123.3,155,0.57
ex_003666,ord_003666,store_044,2026-05-08T19:56,refund_request,damaged_item,grocery,pending,378.75,164,0.66
ex_003669,ord_003669,store_017,2026-05-21T17:13,return,customer_changed_mind,household,resolved,106.15,167,0.69
ex_003679,ord_003679,store_005,2026-05-06T15:42,refund_request,customer_changed_mind,fresh,resolved,102.9,177,0.79
ex_003686,ord_003686,store_011,2026-05-17T08:18,return,damaged_item,frozen,resolved,40.5,24,0.86
ex_003690,ord_003690,store_015,2026-05-13T09:35,return,wrong_item,grocery,pending,28.6,28,0.9
ex_003694,ord_003694,store_019,2026-05-07T21:05,return,customer_changed_mind,electronics,resolved,29.95,32,0.94
ex_003707,ord_003707,store_048,2026-05-08T21:19,complaint,late_order,apparel,resolved,392.75,45,0.07
ex_003712,ord_003712,store_024,2026-05-01T19:32,complaint,late_order,electronics,resolved,69.15,50,0.12
ex_003713,ord_003713,store_037,2026-05-17T13:10,return,missing_item,apparel,resolved,91.35,51,0.13
ex_003715,ord_003715,store_034,2026-05-21T12:56,return,wrong_item,fresh,resolved,117.2,53,0.15
ex_003720,ord_003720,store_021,2026-05-10T21:20,cancellation,wrong_item,grocery,pending,61.25,58,0.2
ex_003722,ord_003722,store_001,2026-05-03T12:12,complaint,late_order,frozen,resolved,63.25,60,0.22
ex_003727,ord_003727,store_005,2026-05-05T20:24,complaint,late_order,fresh,resolved,84.15,65,0.27
ex_003728,ord_003728,store_038,2026-05-25T19:54,return,missing_item,frozen,resolved,69.25,66,0.28
ex_003732,ord_003732,store_018,2026-05-22T20:02,complaint,late_order,grocery,pending,120.95,70,0.32
